set_name,source,tier,category_primary,category,method,fgsea_eligible,gsva_eligible,size_mouse,size_human,n_unmapped_to_human,n_unmapped_from_human,description,notes
MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,102,96,6,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MITOCHONDRIAL_PERMEABILITY_TRANSITION_PORE,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,6,6,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MITOCHONDRIAL_RIBOSOME,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,83,83,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MITOCHONDRIAL_RIBOSOME_ASSEMBLY,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,24,23,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MITOPHAGY,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,14,14,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MOLYBDENUM_COFACTOR_SYNTHESIS_AND_PROTEINS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,5,5,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MT_RRNA_MODIFICATIONS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,17,16,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MT_TRNA_MODIFICATIONS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,21,21,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MT_TRNA_SYNTHETASES,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,22,20,2,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MTDNA_MAINTENANCE,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,31,30,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MTDNA_NUCLEOID,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,11,10,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MTDNA_REPAIR,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,9,9,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MTDNA_REPLICATION,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,14,14,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MTRNA_GRANULES,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,28,28,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MTRNA_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,76,74,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_MTRNA_STABILITY_AND_DECAY,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,17,17,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_NAD_BIOSYNTHESIS_AND_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,13,14,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_NUCLEOTIDE_IMPORT,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,9,9,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_NUCLEOTIDE_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,36,38,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,22,23,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_ORGANELLE_CONTACT_SITES,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,13,13,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_OXPHOS_ASSEMBLY_FACTORS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,67,68,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_OXPHOS_SUBUNITS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,89,70,20,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_PHOSPHOLIPID_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,24,24,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_POLYCISTRONIC_MTRNA_PROCESSING,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,13,13,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_PREPROTEIN_CLEAVAGE,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,8,8,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_PROLINE_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,6,6,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_PROTEASES,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,29,28,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_PROTEIN_HOMEOSTASIS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,53,49,4,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_PROTEIN_IMPORT_AND_SORTING,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,49,47,3,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,88,84,5,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_PYRUVATE_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,16,16,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_Q_LINKED_REACTIONS_OTHER,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,11,11,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_ROS_AND_GLUTATHIONE_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,27,25,2,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_SELENOPROTEINS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,5,5,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_SERINE_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,5,5,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_SIDEROFLEXINS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,5,5,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_SIGNALING,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,47,45,2,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_SLC25A_FAMILY,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,51,51,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_SMALL_MOLECULE_TRANSPORT,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,85,85,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_SULFUR_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,11,11,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_TCA_CYCLE,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,20,20,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_TCA_ASSOCIATED,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,15,15,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_TIM23_PRESEQUENCE_PATHWAY,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,6,7,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_TOM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,9,8,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_TRAFFICKING,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,7,7,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_TRANSCRIPTION,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,9,8,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_TRANSLATION,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,155,151,4,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_TRANSLATION_FACTORS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,16,15,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_TYPE_II_FATTY_ACID_SYNTHESIS,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,9,8,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_UREA_CYCLE,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,8,8,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_VITAMIN_A_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,gsva,FALSE,TRUE,5,6,0,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | gsva,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_VITAMIN_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,50,48,2,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MITOCARTA_XENOBIOTIC_METABOLISM,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R,primary,MitoCarta,MitoCarta pathway,both,TRUE,TRUE,23,22,1,NA,MitoCarta3.0 (Sheet 4) + legacy convention from 08_mitoPPS_analysis.R | MitoCarta pathway | both,Built from Sheet 4 with mt-* genes removed (legacy convention)
MYC_ALFANO_MYC_TARGETS,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,226,227,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_BILD_MYC_ONCOGENIC_SIGNATURE,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,173,195,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_COLLER_MYC_TARGETS_UP,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,23,25,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_dang_myc_core_genes,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,48,48,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_DANG_MYC_TARGETS_UP,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,132,134,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_DANG_REGULATED_BY_MYC_UP,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,69,71,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_ELLWOOD_MYC_TARGETS_UP,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,gsva,FALSE,TRUE,12,12,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | gsva,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_jung_myc_activity_signature,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,17,17,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_MENSSEN_MYC_TARGETS,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,45,46,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_PID_MYC_ACTIV_PATHWAY,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,74,75,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
MYC_PID_MYC_PATHWAY,Felsher MYC compendium GMX (myc_mouse snapshot),primary,MYC_signatures,Felsher compendium,both,TRUE,TRUE,23,23,0,NA,Felsher MYC compendium GMX (myc_mouse snapshot) | Felsher compendium | both,Extracted verbatim from data/raw/from_myc_mouse/gene_sets_list.rds; snapshot used deframe() lookup so paralog coverage may be partial — see drift report in console
